,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,longitude,latitude,letters
10088,92.0,102325.0,1926,1,95,31.8,6.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.986635,40.751394,A
10089,62.0,88250.0,1925,1,95,51.3,15.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,913.0,3,0,0,-73.979101,40.757692,C
10090,75.0,58825.0,1924,1,95,49.3,10.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,451.1,4,0,0,-73.986,40.750733,B
10091,88.0,109885.0,1927,1,50,28.7,8.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.992915,40.754436,A
10099,82.0,121964.0,1900,1,100,42.3,7.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,997.6,5,0,0,-73.997987,40.721323,B
10105,72.0,63971.0,1910,1,100,70.6,8.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.993721,40.744149,B
10106,40.0,137073.0,1930,1,100,120.9,12.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2767.8,6,0,0,-74.00877,40.718974,D
10151,71.0,64894.0,1915,1,100,80.8,8.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,390.7,2,0,0,-73.98782,40.746531,B
10152,83.0,62730.0,1913,1,100,71.5,4.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,313.7,6,0,0,-73.991829,40.746602,B
10154,86.0,64850.0,1907,1,100,44.1,8.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,392.6,5,0,0,-73.99166,40.740737,A
10157,57.0,920386.9700000044,1960,1,70,75.3,11.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,3,0,0,-74.008768,40.708115,C
10159,91.0,470000.0,1932,1,85,41.0,9.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-74.01125,40.70618,A
10160,82.0,101203.0,1945,1,95,58.9,8.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,785.5,5,0,0,-73.988414,40.751732,B
10161,88.0,81763.0,1945,1,90,44.8,6.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,265.6,3,0,0,-73.989457,40.754595,A
10164,75.0,53200.0,1915,1,100,35.7,9.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,901.2,5,0,0,-74.000317,40.719421,B
10229,40.0,52192.0,1928,1,100,70.0,13.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,499.0,3,0,0,-73.991002,40.728059,D
10235,63.0,197500.0,1921,1,100,70.0,13.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,3573.2,5,0,0,-73.989941,40.751911,C
10246,55.0,44873.0,1926,1,95,81.5,11.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,2,0,0,-73.968776,40.760789,D
10258,53.0,22723.0,1910,1,95,99.2,17.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,477.6,4,0,0,-73.997226,40.716619,D
10259,90.0,42706.0,1900,1,80,30.3,6.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,398.0,5,0,0,-73.992415,40.738774,A
10266,91.0,235678.0,1925,1,100,57.6,6.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,8,0,0,-73.99198,40.754211,A
10267,77.0,93838.0,1898,1,100,59.6,8.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,3079.0,5,0,0,-73.996291,40.726014,B
10273,62.0,103900.0,1900,1,100,95.5,13.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,11,0,0,-73.990109,40.737901,C
10277,75.0,156760.0,1905,1,100,58.5,12.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,0,0,-73.983358,40.750074,B
10327,81.0,706740.0,1968,1,80,73.7,9.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,0,0,-73.988018,40.747571,B
10340,80.0,67823.0,1924,1,85,50.9,5.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,980.4,7,0,0,-73.988594,40.755056,B
10341,80.0,179301.0,1925,1,100,77.4,12.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1440.6,8,3,0,-73.989922,40.75818,B
10342,70.0,179301.0,1925,1,100,79.1,12.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1440.6,6,1,0,-73.989922,40.75818,C
10343,86.0,179301.0,1925,1,100,58.6,12.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1440.6,8,3,0,-73.989922,40.75818,A
10367,71.0,74056.0,1925,1,40,75.3,9.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,9,1,0,-73.983073,40.751923,B
10408,95.0,121563.0,1911,1,100,41.9,3.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,834.9,9,0,0,-73.990004,40.743383,A
10427,67.0,397121.0,1914,1,100,55.2,11.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,0,0,-73.982907,40.750691,C
10428,56.0,116233.0,1924,1,85,88.0,11.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2000.3,5,0,0,-73.991377,40.752171,C
10434,57.0,460521.0,2015,1,100,108.1,14.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,2,0,0,-73.985361,40.753129,C
10436,94.0,60000.0,1912,1,100,41.0,5.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.987123,40.747044,A
10468,79.0,371573.0,1917,1,100,102.9,17.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-74.012234,40.707113,B
10473,16.0,53440.0,2008,1,100,97.4,16.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.93749569,40.804763,D
10474,84.0,206523.0,1927,1,90,56.2,8.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.989108,40.747991,B
10551,56.0,58538.0,1914,1,100,89.3,8.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,306.7,7,0,0,-73.981245,40.756142,C
10616,73.0,60610.0,1928,1,100,60.8,7.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,2,0,0,-74.006565,40.717231,B
10625,86.0,699206.0,1982,1,100,44.3,10.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,1,0,-74.005208,40.706699,A
10627,40.0,79936.0,1898,1,100,180.3249999999999,12.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1535.9,8,0,0,-73.992878,40.72816,D
10637,85.0,300073.6,1972,1,100,108.2,16.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,8580.9,8,3,0,-73.97092,40.761396,B
10638,70.0,496357.0,1973,1,100,88.3,10.3,0.0,79.5,0.0,0.41957,0.41957,0.0,0.0,100.0,100.0,4096.18123289184,11,2,0,-73.976407,40.759133,C
10651,67.0,49000.0,1915,1,100,64.8,8.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-74.006627,40.717258,C
10658,34.0,206334.0,1912,1,95,114.7,20.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.980802,40.766715,D
10660,85.0,70800.0,1906,1,100,57.7,12.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,409.9,6,0,0,-73.992191,40.737981,B
10662,40.0,36280.0,1991,1,100,87.7,19.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,2,0,-73.998413,40.717031,D
10664,75.0,150954.0,1900,1,85,62.4,14.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1701.0,4,0,0,-73.992054,40.73817,B
10699,59.0,228000.0,1972,1,100,96.8,11.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2212.7,6,0,0,-73.94427,40.80727,C
10700,59.0,228000.0,1972,1,100,96.8,11.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2212.7,6,0,0,-73.94427,40.80727,C
10701,58.0,140000.0,1972,1,100,89.9,11.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1601.6,5,0,0,-73.948979,40.809259,C
10702,58.0,140000.0,1972,1,100,89.9,11.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1601.6,5,0,0,-73.948979,40.809259,C
10754,89.0,164380.0,1920,1,100,39.1,7.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2813.4,12,3,0,-73.99974,40.724524,A
10764,46.0,42243.0,1930,1,100,91.2,23.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,842.5,3,0,0,-73.953607,40.77776,D
10766,82.0,67964.0,1913,1,100,51.9,9.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,2,0,0,-73.993365,40.727598,B
10790,64.0,509802.0,1969,1,85,76.3,10.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4533.1,2,0,0,-74.007084,40.70497,C
10820,100.0,446933.0,2000,1,100,11.6,2.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.93749569,40.804134,A
10852,78.0,350000.0,1927,1,90,57.2,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,5425.7,3,0,0,-74.009738,40.70654,B
10866,100.0,61649.0,1925,1,25,6.0,0.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,15.384,4,0,0,-73.979245,40.756932,A
10867,100.0,33323.0,1918,1,25,6.0,0.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,1,0,-73.982391,40.764225,A
10888,60.0,154328.0,1911,1,100,68.6,16.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,0,0,-74.008573,40.73113,C
11051,75.0,247217.0,1927,1,100,55.5,9.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.984468,40.742803,B
11085,93.0,31777.0,2016,1,100,39.4,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,864.9,2,0,0,-74.007816,40.740454,A
11101,45.0,46204.0,1915,1,100,103.9,9.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4167.0,13,0,0,-73.997774,40.718392,D
11112,46.0,817571.0,1962,1,95,114.3,15.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,22029.4,6,0,0,-73.974831,40.756023,D
11153,88.0,910823.0,1987,1,100,41.3,9.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,6329.8,3,0,0,-74.007151,40.728435,A
11159,58.0,920386.9700000044,2016,1,95,114.7,8.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,18104.4,7,0,0,-74.001148,40.752139,C
11183,60.0,33120.0,1904,1,100,78.0,8.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,402.8,4,0,0,-73.989059,40.739655,C
11197,82.0,60915.0,1924,1,95,55.5,9.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1971.1,16,4,0,-73.981918,40.750628,B
11198,82.0,60915.0,1924,1,95,55.5,9.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1971.1,12,0,0,-73.981918,40.750628,B
11204,98.0,79465.0,1913,1,100,17.8,5.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,570.8,6,0,0,-73.990772,40.746965,A
11215,91.0,45000.0,1960,1,100,25.4,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,483.6,8,0,0,-73.974367,40.752421,A
11218,48.0,26280.0,1925,1,95,79.5,9.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.969014,40.761072,D
11227,74.0,47414.0,1923,1,95,83.4,4.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2232.2,7,0,0,-73.977367,40.750309,B
11230,86.0,34000.0,1930,1,85,42.0,7.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.987123,40.74865,A
11268,64.0,49300.0,1923,1,90,59.8,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,827.3,2,0,0,-73.990121,40.753255,C
11269,79.0,32500.0,1904,1,80,38.0,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,545.0,3,0,0,-73.987466,40.747189,B
11282,80.0,920386.9700000044,1983,1,85,46.7,10.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,10206.7,3,0,0,-74.011559,40.704275,B
11283,80.0,920386.9700000044,1983,1,95,46.7,10.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,10206.7,3,0,0,-74.011559,40.704275,B
11284,66.0,467000.0,1910,1,100,57.4,12.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,8087.2,5,2,0,-74.007382,40.726862,C
11285,14.0,904271.0,1972,1,95,154.4,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,13,7,0,-73.984368,40.754515,D
11286,14.0,904271.0,1972,1,95,154.4,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,13,7,0,-73.984368,40.754515,D
11287,81.0,920386.9700000044,1969,1,95,61.3,8.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,2,0,-73.987068,40.753716,B
11288,47.0,920386.9700000044,1973,1,100,94.5,22.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,2,0,-73.981537,40.758393,D
11290,68.0,37400.0,1920,1,90,46.5,8.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-74.005803,40.741124,C
11313,95.0,42000.0,1920,1,100,22.5,6.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,877.7,12,0,0,-73.997551,40.717138,A
11342,63.0,632987.0,1931,1,100,67.1,16.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,12,0,0,-73.980856,40.753543,C
11375,12.0,35465.0,1907,1,80,101.1,20.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2628.7,4,0,0,-73.992152,40.737111,D
11376,97.0,45300.0,1913,1,80,55.2,9.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,408.4,6,0,0,-73.979845,40.756367,A
11503,60.0,93123.0,1987,1,100,68.1,17.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,1,0,-73.978285,40.757066,C
11524,23.0,33000.0,1929,1,100,79.6,18.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1791.7,4,0,0,-73.997882,40.716863,D
11533,65.0,47143.0,1904,1,100,53.2,13.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.984517,40.748183,C
11534,92.0,121941.0,1911,1,100,48.9,5.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,487.8,5,0,0,-73.983145,40.764308,A
11639,83.0,142010.0,1910,1,100,46.6,8.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.989354,40.744747,B
11662,87.0,68940.0,1910,1,100,42.1,8.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,195.6,6,0,0,-73.994323,40.743556,A
11699,100.0,25971.0,1993,1,100,11.0,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,2,0,0,-73.974403,40.760642,A
11704,74.0,352878.0,1972,1,95,126.2,22.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4360.9,5,0,0,-74.007477,40.708497,B
11774,26.0,28500.0,1903,1,50,105.6,15.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,558.2,11,0,0,-74.000952,40.727455,D
11795,43.0,34000.0,1928,1,100,131.2,7.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.98836,40.754938,D
11908,87.0,143300.0,1922,1,100,39.3,11.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1829.7,8,0,0,-73.981227,40.755316,A
11915,72.0,91184.0,1901,1,65,59.4,11.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1080.5,9,0,0,-73.938612,40.804885,B
11934,80.0,40003.0,1902,1,100,54.8,5.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1020.7,6,0,0,-73.990823,40.739828,B
11970,89.0,156500.0,1917,1,100,51.5,8.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1376.4,6,0,0,-73.994348,40.747665,A
11971,71.0,115552.0,1903,1,100,74.9,11.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1275.7,9,0,0,-73.98972,40.735607,B
11973,95.0,47661.0,1923,1,100,36.7,4.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,185.5,8,0,0,-73.990071,40.754046,A
11979,54.0,38000.0,1915,1,100,56.8,10.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,8,0,0,-74.003961,40.716962,D
11982,69.0,220045.0,1926,1,75,58.4,9.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.98309,40.75623,C
11985,86.0,40153.0,1900,1,100,46.9,6.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.98955,40.738316,A
12049,57.0,45000.0,1915,1,100,56.7,7.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,912.1,3,0,0,-73.984076,40.751539,C
12060,94.0,35201.0,1898,1,100,29.3,5.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,91.3,3,0,0,-73.939742,40.805365,A
12064,72.0,31662.0,1924,1,100,40.0,11.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.955068,40.80599,B
12134,95.0,40667.0,1903,1,100,29.4,5.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.984119,40.753156,A
12154,52.0,38586.0,1924,1,100,85.9,10.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.987086,40.754531,D
12155,88.0,38087.0,1920,1,100,49.0,5.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,8,0,0,-73.93749569,40.819265,A
12170,85.0,32700.0,1940,1,100,77.2,8.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,821.4,5,0,0,-73.962874,40.759988,B
12184,76.0,119064.0,1963,1,25,66.8,8.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.980512,40.7453,B
12188,83.0,208233.0,1962,1,25,57.8,7.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.980339,40.745541,B
12196,80.0,83642.0,1930,1,100,61.5,8.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1458.7,6,0,0,-73.992349,40.748609,B
12197,66.0,107095.0,1907,1,100,85.0,10.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.984737,40.74818,C
12200,16.0,31105.0,1920,1,100,86.5,25.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1033.3,2,0,0,-73.968167,40.757994,D
